stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key-resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
90,0.5,5.5,100.39551090006717,,100.38113610004075,100.39551090006717,100.89419120003004,100.89419120003004,100.91095739998855,101.19370910001453,101.42705960001331,left,-5.5,1,1,0.5246684000594541,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
91,0.5,5.5,101.4435541999992,,101.42712899995968,101.4435541999992,101.94184340001084,101.94184340001084,101.9585646999767,102.24071899999399,102.72371930000372,left,-5.5,1,1,0.7739305000286549,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
92,0.5,5.5,102.73952150007244,,102.72381650004536,102.73952150007244,103.2387885999633,103.2387885999633,103.2387885999633,103.55391580006108,103.7043400000548,right,5.5,1,1,0.4532761999871582,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
93,0.5,5.0,103.71994029998314,,103.70440869999584,103.71994029998314,104.21864450001158,104.21864450001158,104.23545819998253,104.51823529996909,104.61923339997884,right,5.0,0,0,0.385492300032638,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
94,0.5,5.5,104.63426019996405,,104.61934259999543,104.63426019996405,105.13256429997273,105.13256429997273,105.14927609998267,105.43282350001391,105.78236750001088,right,5.5,1,1,0.6467505999607965,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
95,0.5,5.5,105.79773350001778,,105.78250089997891,105.79773350001778,106.29634840006474,106.29634840006474,106.31337019999046,106.59612560004462,106.89619640004821,left,-5.5,1,1,0.5983809999888763,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
96,0.5,5.5,106.91189720004331,,106.89626369997859,106.91189720004331,107.40978660003748,107.40978660003748,107.42647369997576,107.70895310002379,108.04190700000618,right,5.5,1,1,0.6228065999457613,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
97,0.5,5.0,108.05809100007173,,108.04197759996168,108.05809100007173,108.55698150000535,108.55698150000535,108.57320800004527,108.87287500000093,109.20608390006237,right,5.0,1,1,0.6411985999438912,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
98,0.5,5.0,109.22157960000914,,109.20618550002109,109.22157960000914,109.72006109997164,109.72006109997164,109.73687130003236,110.01939200004563,111.3670887000626,right,5.0,1,1,1.6430306000402197,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
99,0.5,5.0,111.3825230000075,,111.36715649999678,111.3825230000075,111.88096109998878,111.88096109998878,111.89732910005841,112.1798730000155,112.39704700000584,right,5.0,1,1,0.5092550000408664,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
